cue target 1930, cosine similarity=0.09
shark tooth 1940, cosine similarity=0.21
shark tooth 1950, cosine similarity=0.30
shark tooth 1960, cosine similarity=0.20
shark tooth 1970, cosine similarity=0.24
shark tooth 1980, cosine similarity=0.21

shark attack 1930, cosine similarity=0.14
shark attack 1940, cosine similarity=0.10
shark attack 1950, cosine similarity=0.02
shark attack 1960, cosine similarity=0.15
shark attack 1970, cosine similarity=0.13
shark attack 1980, cosine similarity=0.03

shark ocean 1930, cosine similarity=0.14
shark ocean 1940, cosine similarity=0.24
shark ocean 1950, cosine similarity=0.21
shark ocean 1960, cosine similarity=0.18
shark ocean 1970, cosine similarity=0.18
shark ocean 1980, cosine similarity=0.14

shark kill 1930, cosine similarity=0.17
shark kill 1940, cosine similarity=0.16
shark kill 1950, cosine similarity=0.22
shark kill 1960, cosine similarity=0.15
shark kill 1970, cosine similarity=0.10
shark kill 1980, cosine similarity=0.11

shark danger 1930, cosine similarity=0.07
shark danger 1940, cosine similarity=-0.02
shark danger 1950, cosine similarity=0.06
shark danger 1960, cosine similarity=0.04
shark danger 1970, cosine similarity=0.03
shark danger 1980, cosine similarity=0.08

shark killer 1930, cosine similarity=0.22
shark killer 1940, cosine similarity=0.30
shark killer 1950, cosine similarity=0.28
shark killer 1960, cosine similarity=0.19
shark killer 1970, cosine similarity=0.28
shark killer 1980, cosine similarity=0.15

shark deadly 1930, cosine similarity=0.14
shark deadly 1940, cosine similarity=0.22
shark deadly 1950, cosine similarity=0.15
shark deadly 1960, cosine similarity=0.17
shark deadly 1970, cosine similarity=0.09
shark deadly 1980, cosine similarity=0.04

shark fear 1930, cosine similarity=0.06
shark fear 1940, cosine similarity=0.05
shark fear 1950, cosine similarity=-0.05
shark fear 1960, cosine similarity=0.05
shark fear 1970, cosine similarity=0.09
shark fear 1980, cosine similarity=0.13

shark big 1930, cosine similarity=0.20
shark big 1940, cosine similarity=0.10
shark big 1950, cosine similarity=0.16
shark big 1960, cosine similarity=0.12
shark big 1970, cosine similarity=0.12
shark big 1980, cosine similarity=0.08

shark death 1930, cosine similarity=0.05
shark death 1940, cosine similarity=-0.01
shark death 1950, cosine similarity=0.04
shark death 1960, cosine similarity=0.06
shark death 1970, cosine similarity=0.09
shark death 1980, cosine similarity=-0.01

shark fin 1930, cosine similarity=0.33
shark fin 1940, cosine similarity=0.34
shark fin 1950, cosine similarity=0.30
shark fin 1960, cosine similarity=0.28
shark fin 1970, cosine similarity=0.26
shark fin 1980, cosine similarity=0.29

shark meat 1930, cosine similarity=0.24
shark meat 1940, cosine similarity=0.15
shark meat 1950, cosine similarity=0.13
shark meat 1960, cosine similarity=0.23
shark meat 1970, cosine similarity=0.16
shark meat 1980, cosine similarity=0.20

shark pain 1930, cosine similarity=0.05
shark pain 1940, cosine similarity=0.11
shark pain 1950, cosine similarity=0.11
shark pain 1960, cosine similarity=0.10
shark pain 1970, cosine similarity=0.02
shark pain 1980, cosine similarity=-0.03

shark scary 1930, cosine similarity=0.00
shark scary 1940, cosine similarity=0.00
shark scary 1950, cosine similarity=0.00
shark scary 1960, cosine similarity=0.00
shark scary 1970, cosine similarity=0.19
shark scary 1980, cosine similarity=0.14

shark water 1930, cosine similarity=0.12
shark water 1940, cosine similarity=0.06
shark water 1950, cosine similarity=0.19
shark water 1960, cosine similarity=0.09
shark water 1970, cosine similarity=0.14
shark water 1980, cosine similarity=0.17

shark whale 1930, cosine similarity=0.39
shark whale 1940, cosine similarity=0.36
shark whale 1950, cosine similarity=0.44
shark whale 1960, cosine similarity=0.42
shark whale 1970, cosine similarity=0.43
shark whale 1980, cosine similarity=0.42

shark white 1930, cosine similarity=0.17
shark white 1940, cosine similarity=0.14
shark white 1950, cosine similarity=0.20
shark white 1960, cosine similarity=0.14
shark white 1970, cosine similarity=0.19
shark white 1980, cosine similarity=0.17

sharp point 1930, cosine similarity=0.11
sharp point 1940, cosine similarity=0.15
sharp point 1950, cosine similarity=0.19
sharp point 1960, cosine similarity=0.21
sharp point 1970, cosine similarity=0.23
sharp point 1980, cosine similarity=0.21

sharp dull 1930, cosine similarity=0.25
sharp dull 1940, cosine similarity=0.21
sharp dull 1950, cosine similarity=0.23
sharp dull 1960, cosine similarity=0.28
sharp dull 1970, cosine similarity=0.24
sharp dull 1980, cosine similarity=0.33

sharp knife 1930, cosine similarity=0.40
sharp knife 1940, cosine similarity=0.37
sharp knife 1950, cosine similarity=0.36
sharp knife 1960, cosine similarity=0.38
sharp knife 1970, cosine similarity=0.37
sharp knife 1980, cosine similarity=0.40

sharp cut 1930, cosine similarity=0.34
sharp cut 1940, cosine similarity=0.29
sharp cut 1950, cosine similarity=0.27
sharp cut 1960, cosine similarity=0.34
sharp cut 1970, cosine similarity=0.33
sharp cut 1980, cosine similarity=0.28

sharp pain 1930, cosine similarity=0.26
sharp pain 1940, cosine similarity=0.24
sharp pain 1950, cosine similarity=0.20
sharp pain 1960, cosine similarity=0.24
sharp pain 1970, cosine similarity=0.16
sharp pain 1980, cosine similarity=0.25

sharp pin 1930, cosine similarity=0.17
sharp pin 1940, cosine similarity=0.14
sharp pin 1950, cosine similarity=0.17
sharp pin 1960, cosine similarity=0.17
sharp pin 1970, cosine similarity=0.19
sharp pin 1980, cosine similarity=0.26

sharp needle 1930, cosine similarity=0.23
sharp needle 1940, cosine similarity=0.21
sharp needle 1950, cosine similarity=0.19
sharp needle 1960, cosine similarity=0.18
sharp needle 1970, cosine similarity=0.20
sharp needle 1980, cosine similarity=0.23

sharp razor 1930, cosine similarity=0.34
sharp razor 1940, cosine similarity=0.33
sharp razor 1950, cosine similarity=0.36
sharp razor 1960, cosine similarity=0.31
sharp razor 1970, cosine similarity=0.36
sharp razor 1980, cosine similarity=0.39

sharp edge 1930, cosine similarity=0.20
sharp edge 1940, cosine similarity=0.23
sharp edge 1950, cosine similarity=0.17
sharp edge 1960, cosine similarity=0.21
sharp edge 1970, cosine similarity=0.20
sharp edge 1980, cosine similarity=0.29

sharp blunt 1930, cosine similarity=0.39
sharp blunt 1940, cosine similarity=0.34
sharp blunt 1950, cosine similarity=0.40
sharp blunt 1960, cosine similarity=0.35
sharp blunt 1970, cosine similarity=0.35
sharp blunt 1980, cosine similarity=0.35

sharp hurt 1930, cosine similarity=0.10
sharp hurt 1940, cosine similarity=0.06
sharp hurt 1950, cosine similarity=0.08
sharp hurt 1960, cosine similarity=0.05
sharp hurt 1970, cosine similarity=0.16
sharp hurt 1980, cosine similarity=0.09

sharp blade 1930, cosine similarity=0.28
sharp blade 1940, cosine similarity=0.28
sharp blade 1950, cosine similarity=0.28
sharp blade 1960, cosine similarity=0.33
sharp blade 1970, cosine similarity=0.31
sharp blade 1980, cosine similarity=0.30

sharp pencil 1930, cosine similarity=0.19
sharp pencil 1940, cosine similarity=0.21
sharp pencil 1950, cosine similarity=0.22
sharp pencil 1960, cosine similarity=0.20
sharp pencil 1970, cosine similarity=0.18
sharp pencil 1980, cosine similarity=0.25

sharp pierce 1930, cosine similarity=0.12
sharp pierce 1940, cosine similarity=0.13
sharp pierce 1950, cosine similarity=0.09
sharp pierce 1960, cosine similarity=0.14
sharp pierce 1970, cosine similarity=0.11
sharp pierce 1980, cosine similarity=0.07

sharp quick 1930, cosine similarity=0.36
sharp quick 1940, cosine similarity=0.34
sharp quick 1950, cosine similarity=0.29
sharp quick 1960, cosine similarity=0.29
sharp quick 1970, cosine similarity=0.25
sharp quick 1980, cosine similarity=0.27

sharp smart 1930, cosine similarity=0.25
sharp smart 1940, cosine similarity=0.20
sharp smart 1950, cosine similarity=0.18
sharp smart 1960, cosine similarity=0.16
sharp smart 1970, cosine similarity=0.21
sharp smart 1980, cosine similarity=0.14

sharp smooth 1930, cosine similarity=0.27
sharp smooth 1940, cosine similarity=0.22
sharp smooth 1950, cosine similarity=0.21
sharp smooth 1960, cosine similarity=0.16
sharp smooth 1970, cosine similarity=0.18
sharp smooth 1980, cosine similarity=0.16

sharp soft 1930, cosine similarity=0.19
sharp soft 1940, cosine similarity=0.19
sharp soft 1950, cosine similarity=0.19
sharp soft 1960, cosine similarity=0.13
sharp soft 1970, cosine similarity=0.19
sharp soft 1980, cosine similarity=0.20

shatter break 1930, cosine similarity=0.24
shatter break 1940, cosine similarity=0.21
shatter break 1950, cosine similarity=0.18
shatter break 1960, cosine similarity=0.14
shatter break 1970, cosine similarity=0.20
shatter break 1980, cosine similarity=0.15

shatter glass 1930, cosine similarity=0.15
shatter glass 1940, cosine similarity=0.18
shatter glass 1950, cosine similarity=0.22
shatter glass 1960, cosine similarity=0.15
shatter glass 1970, cosine similarity=0.21
shatter glass 1980, cosine similarity=0.19

shatter window 1930, cosine similarity=0.12
shatter window 1940, cosine similarity=0.11
shatter window 1950, cosine similarity=0.10
shatter window 1960, cosine similarity=0.07
shatter window 1970, cosine similarity=0.12
shatter window 1980, cosine similarity=0.10

shatter broken 1930, cosine similarity=0.16
shatter broken 1940, cosine similarity=0.21
shatter broken 1950, cosine similarity=0.22
shatter broken 1960, cosine similarity=0.15
shatter broken 1970, cosine similarity=0.18
shatter broken 1980, cosine similarity=0.09

shave razor 1930, cosine similarity=0.22
shave razor 1940, cosine similarity=0.29
shave razor 1950, cosine similarity=0.29
shave razor 1960, cosine similarity=0.28
shave razor 1970, cosine similarity=0.33
shave razor 1980, cosine similarity=0.31

shave beard 1930, cosine similarity=0.28
shave beard 1940, cosine similarity=0.28
shave beard 1950, cosine similarity=0.28
shave beard 1960, cosine similarity=0.27
shave beard 1970, cosine similarity=0.34
shave beard 1980, cosine similarity=0.33

shave legs 1930, cosine similarity=0.19
shave legs 1940, cosine similarity=0.15
shave legs 1950, cosine similarity=0.11
shave legs 1960, cosine similarity=0.15
shave legs 1970, cosine similarity=0.22
shave legs 1980, cosine similarity=0.24

shave hair 1930, cosine similarity=0.30
shave hair 1940, cosine similarity=0.36
shave hair 1950, cosine similarity=0.34
shave hair 1960, cosine similarity=0.36
shave hair 1970, cosine similarity=0.35
shave hair 1980, cosine similarity=0.40

shave face 1930, cosine similarity=0.14
shave face 1940, cosine similarity=0.14
shave face 1950, cosine similarity=0.15
shave face 1960, cosine similarity=0.15
shave face 1970, cosine similarity=0.12
shave face 1980, cosine similarity=0.13

shave cut 1930, cosine similarity=0.26
shave cut 1940, cosine similarity=0.31
shave cut 1950, cosine similarity=0.20
shave cut 1960, cosine similarity=0.25
shave cut 1970, cosine similarity=0.21
shave cut 1980, cosine similarity=0.29

shave cream 1930, cosine similarity=0.10
shave cream 1940, cosine similarity=0.25
shave cream 1950, cosine similarity=0.11
shave cream 1960, cosine similarity=0.16
shave cream 1970, cosine similarity=0.18
shave cream 1980, cosine similarity=0.22

shave smooth 1930, cosine similarity=0.13
shave smooth 1940, cosine similarity=0.12
shave smooth 1950, cosine similarity=0.08
shave smooth 1960, cosine similarity=0.18
shave smooth 1970, cosine similarity=0.11
shave smooth 1980, cosine similarity=0.09

shave stubble 1930, cosine similarity=0.23
shave stubble 1940, cosine similarity=0.21
shave stubble 1950, cosine similarity=0.11
shave stubble 1960, cosine similarity=0.25
shave stubble 1970, cosine similarity=0.15
shave stubble 1980, cosine similarity=0.19

shave clean 1930, cosine similarity=0.30
shave clean 1940, cosine similarity=0.33
shave clean 1950, cosine similarity=0.35
shave clean 1960, cosine similarity=0.26
shave clean 1970, cosine similarity=0.25
shave clean 1980, cosine similarity=0.34

shave man 1930, cosine similarity=0.08
shave man 1940, cosine similarity=0.17
shave man 1950, cosine similarity=0.06
shave man 1960, cosine similarity=0.08
shave man 1970, cosine similarity=0.04
shave man 1980, cosine similarity=0.06

shave lather 1930, cosine similarity=0.00
shave lather 1940, cosine similarity=0.00
shave lather 1950, cosine similarity=0.00
shave lather 1960, cosine similarity=0.31
shave lather 1970, cosine similarity=0.27
shave lather 1980, cosine similarity=0.24

she he 1930, cosine similarity=0.57
she he 1940, cosine similarity=0.55
she he 1950, cosine similarity=0.54
she he 1960, cosine similarity=0.59
she he 1970, cosine similarity=0.60
she he 1980, cosine similarity=0.61

she her 1930, cosine similarity=0.57
she her 1940, cosine similarity=0.59
she her 1950, cosine similarity=0.62
she her 1960, cosine similarity=0.64
she her 1970, cosine similarity=0.64
she her 1980, cosine similarity=0.62

she female 1930, cosine similarity=-0.01
she female 1940, cosine similarity=-0.04
she female 1950, cosine similarity=0.05
she female 1960, cosine similarity=0.06
she female 1970, cosine similarity=-0.01
she female 1980, cosine similarity=0.00

she girl 1930, cosine similarity=0.50
she girl 1940, cosine similarity=0.50
she girl 1950, cosine similarity=0.60
she girl 1960, cosine similarity=0.53
she girl 1970, cosine similarity=0.52
she girl 1980, cosine similarity=0.52

she wolf 1930, cosine similarity=0.13
she wolf 1940, cosine similarity=0.13
she wolf 1950, cosine similarity=0.09
she wolf 1960, cosine similarity=0.13
she wolf 1970, cosine similarity=0.07
she wolf 1980, cosine similarity=0.15

shears scissors 1930, cosine similarity=0.35
shears scissors 1940, cosine similarity=0.35
shears scissors 1950, cosine similarity=0.38
shears scissors 1960, cosine similarity=0.28
shears scissors 1970, cosine similarity=0.25
shears scissors 1980, cosine similarity=0.32

shears cut 1930, cosine similarity=0.16
shears cut 1940, cosine similarity=0.24
shears cut 1950, cosine similarity=0.15
shears cut 1960, cosine similarity=0.18
shears cut 1970, cosine similarity=0.24
shears cut 1980, cosine similarity=0.19

shears hair 1930, cosine similarity=0.14
shears hair 1940, cosine similarity=0.18
shears hair 1950, cosine similarity=0.20
shears hair 1960, cosine similarity=0.15
shears hair 1970, cosine similarity=0.19
shears hair 1980, cosine similarity=0.14

shears clippers 1930, cosine similarity=0.00
shears clippers 1940, cosine similarity=0.00
shears clippers 1950, cosine similarity=0.00
shears clippers 1960, cosine similarity=0.00
shears clippers 1970, cosine similarity=0.00
shears clippers 1980, cosine similarity=0.00

shears garden 1930, cosine similarity=0.00
shears garden 1940, cosine similarity=0.05
shears garden 1950, cosine similarity=0.07
shears garden 1960, cosine similarity=0.05
shears garden 1970, cosine similarity=0.08
shears garden 1980, cosine similarity=0.09

shears curtains 1930, cosine similarity=0.12
shears curtains 1940, cosine similarity=0.16
shears curtains 1950, cosine similarity=0.13
shears curtains 1960, cosine similarity=0.23
shears curtains 1970, cosine similarity=0.25
shears curtains 1980, cosine similarity=0.26
